X1,X2,X3,error,Y
-1.1800833358083864,-1.0000832999612215,-0.802832166623541,1.5765891964114476,0.9537570656350716
0.09851489302225996,-0.8567499100128984,1.0305679046159308,2.183443076986921,2.2587461785676934
-0.9077890160962524,0.6875502015970263,-0.6928627259669792,1.0844021764678473,1.9868786681941466
1.5657328511191653,0.35995963622090027,0.4971729953610967,-0.33413514246408643,-1.0427353620012547
1.2168680851810232,0.8716578916932509,0.05181243156260482,0.26453714178812193,-0.02886062013704551
0.030208406688423645,0.5326861087224101,0.4531148885520248,-0.5396123398947272,0.415980250691284
-0.10859348816668675,0.439297993416767,0.8267227404615947,-1.6246540779181449,-0.2500398558730963
-0.7675349031651917,0.15625394059014863,1.6411181159463735,-1.440944124769163,1.1239628349325508
0.8110438805052956,0.793331560779452,-0.49854702657665584,-0.9214110604705509,-1.4376704067730504
0.21800530788210465,1.1870074306702483,-0.03311375303080443,1.4229486060203915,2.3588369757777303
-0.07904291173468504,-0.005829745020393119,-1.706506845779201,0.2687790253946678,-1.3645146536702413
-1.6208197383508447,-0.2040181146479301,-1.4978163449975617,3.4823563781561973,3.4013416568615504
-0.7275111855522397,0.15909375057921119,-0.30523361919425085,0.5056041224049987,1.0869754393421989
0.7642661193253281,0.7956204687243458,0.35532043019374343,-0.3196269737146559,0.06704780587810527
-1.5640024672482937,0.10250641203827526,2.029664496534785,0.8358691933809718,4.532042569202326
0.5242639060371913,1.632497684979779,1.7279588895531974,-0.14237254418844575,2.693820124307339
-1.8312402688171447,-1.2894086478207605,1.6583024340177006,-0.9814773873687979,1.218656667645287
-0.9186482526951204,0.825730247166589,0.9098065653675723,-1.7249118311342688,0.929273234095013
0.9543244967433213,1.1047623686849073,0.19470239920664328,-1.2915341693499496,-0.9463938982017204
1.024041517317227,0.7011415777527795,-0.8704045216451809,0.14846090393453504,-1.0448435572750934
1.6677409839958754,-1.099488124089096,-0.09570274232597913,0.38219865063384556,-2.480733199777105
0.46166678649426884,-0.7736967560140547,-1.3162583971150443,0.67954883414324,-1.872073105480128
1.5524595537232146,0.424685134628723,0.88349837375755,0.8937433829286291,0.6494673375916875
-0.7710811064178319,-0.1266219861265606,-1.1728924399470966,2.773752937152408,2.245319617496583
-0.7716992105201705,-0.8353452908251101,0.5658065296660854,0.6960296703430336,1.1981901197041795
-1.2274735693031966,-0.25108555451158504,-0.7981278332373857,1.5962079136048277,1.7744680951590537
-2.2057221601683565,-1.4058329575789703,0.33297881767834137,0.7900673818598801,1.922935402127608
-0.049223669655124314,-0.8952667689405948,0.20795740429591347,-2.004418011385829,-2.642503706375386
-1.7249554078060727,0.7411478178177573,0.028259619253952126,0.23149675876152945,2.7258596036393112
-1.5025755866275456,0.9349475900567246,-0.9686593979228741,-1.208901956125265,0.2599618226361311
1.1932364361344063,-0.6893626022376423,-1.4826411280356662,0.15991098245763366,-3.2053291839500813
-0.03854265395019984,0.4989781430598205,-0.7564715127722956,1.3043235900712478,1.0853728743089726
-0.35252250886202685,-0.601401506776082,0.45891240752649687,1.2857907649355784,1.4958241745480199
0.5932619043427563,0.4116014281111765,0.971044662212945,-0.8237286226084355,-0.03434443662707032
-1.6912786680126526,-0.7271260527515696,0.35726133016567396,0.3375340909794321,1.658948036406189
-2.4184625942702653,-1.200172669442978,0.3086532372292512,0.5496261572619464,2.076569319318485
